Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
6752378,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,"Clare, Cassandra",,"=""1442403543""","=""9781442403543""",4,4.07,Margaret K. McElderry Books,Hardcover,425,2011,2011,,2019/11/30,"entertainment, fantasy, romance","entertainment (#4), fantasy (#4), romance (#4)",read,,,,0,1
6487349,The Art of Unit Testing: With Examples in .NET,Roy Osherove,"Osherove, Roy",,"=""1933988274""","=""9781933988276""",4,4.09,Manning Publications,Paperback,320,2009,2009,2019/12/19,2019/11/29,"extremeagile, test","extremeagile (#87), test (#21)",read,,,,1,1
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",4,4.33,Scholastic Press,Hardcover,391,2009,2009,,2019/11/30,"entertainment, fantasy","entertainment (#15), fantasy (#15)",read,,,,0,1
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1416914307""","=""9781416914303""",4,4.27,Margaret K. McElderry Books,Hardcover,541,2009,2009,,2019/11/30,"entertainment, fantasy, romance","entertainment (#3), fantasy (#3), romance (#3)",read,,,,0,1
3328878,Test Driven .NET Development with FitNesse,Gojko Adzic,"Adzic, Gojko",,"=""0955683602""","=""9780955683602""",3,3.56,Neuri Limited,Paperback,240,2008,2008,2020/03/06,2019/11/29,"extremeagile, test","extremeagile (#83), test (#19)",read,,,,1,1
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",5,4.34,Scholastic Press,Hardcover,374,2008,2008,,2019/11/30,"entertainment, fantasy","entertainment (#14), fantasy (#14)",read,,,,0,1
1769161,"Robbi, Tobbi und das Fliewatüüt",Boy Lornsen,"Lornsen, Boy",F.J. Tripp,"=""352211180X""","=""9783522111805""",4,4.23,Thienemann Verlag,Hardcover,255,,1967,,2020/01/01,"entertainment, fantasy","entertainment (#29), fantasy (#28)",read,,,,1,0
428263,Eclipse,Stephenie Meyer,"Meyer, Stephenie",,"=""0316160202""","=""9780316160209""",3,3.73,"Little, Brown and Company",Hardcover,629,2007,2007,,2019/11/30,"entertainment, fantasy, romance","entertainment (#10), fantasy (#10), romance (#10)",read,,,,0,0
1162543,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,"Meyer, Stephenie",,"=""031606792X""","=""9780316067928""",3,3.74,"Little, Brown and Company",Hardcover,756,2008,2008,,2019/11/30,"entertainment, fantasy, romance","entertainment (#11), fantasy (#11), romance (#11)",read,,,,0,0
49041,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,"Meyer, Stephenie",Sylke Hachmeister,"=""""","=""""",3,3.60,"Little, Brown and Company",Hardcover,563,2006,2006,,2019/11/30,"entertainment, fantasy, romance","entertainment (#9), fantasy (#9), romance (#9)",read,,,,0,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",4,3.66,"Little, Brown and Company",Paperback,498,2006,2005,,2019/11/30,"entertainment, fantasy, romance","entertainment (#8), fantasy (#8), romance (#8)",read,,,,0,0
8755785,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,"Clare, Cassandra",,"=""1481426303""","=""9781481426305""",3,4.39,Margaret K. McElderry Books,Hardcover,725,2014,2014,,2019/11/30,"entertainment, fantasy, romance","entertainment (#6), fantasy (#6), romance (#6)",read,,,,0,1
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416914285""","=""9781416914280""",5,4.07,Margaret K. McElderry Books,Hardcover,485,2007,2007,,2019/11/30,"entertainment, romance, fantasy","entertainment (#1), romance (#1), fantasy (#1)",read,,,,1,1
537070,"Gregor and the Code of Claw (Underland Chronicles, #5)",Suzanne Collins,"Collins, Suzanne",,"=""043979143X""","=""9780439791434""",5,4.31,Scholastic Press,Hardcover,412,2007,2007,,2019/11/30,"entertainment, fantasy","entertainment (#21), fantasy (#21)",read,,,,0,1
385706,"Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439656249""","=""9780439656245""",5,4.24,Scholastic Paperbacks,Paperback,358,2013,2005,,2019/11/30,"entertainment, fantasy","entertainment (#19), fantasy (#19)",read,,,,0,1
385742,"Gregor and the Prophecy of Bane (Underland Chronicles, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439650763""","=""9780439650762""",5,4.21,Scholastic Paperbacks,Paperback,312,2013,2004,,2019/11/30,"entertainment, fantasy","entertainment (#18), fantasy (#18)",read,,,,0,1
262430,"Gregor the Overlander (Underland Chronicles, #1)",Suzanne Collins,"Collins, Suzanne",,"=""043977134X""","=""9780439771344""",5,4.04,Scholastic,Mass Market Paperback,326,2005,2003,,2019/11/30,"entertainment, fantasy","entertainment (#17), fantasy (#17)",read,,,,0,1
910789,The Elements Of Computing Systems: Building A Modern Computer From First Principles,Noam Nisan,"Nisan, Noam",,"=""026214087X""","=""9780262140874""",5,4.54,Mit Pr,Hardcover,325,2005,2005,2020/04/26,2019/11/30,programming,programming (#61),read,,,,1,1
1280101,Test-Driven Development: A Practical Guide,Dave Astels,"Astels, Dave",,"=""0131016490""","=""9780131016491""",4,3.45,Prentice Hall PTR,Paperback,562,2003,2003,2020/02/21,2019/12/25,"extremeagile, test","extremeagile (#76), test (#17)",read,,,,1,0
472626,Krabat,Otfried Preußler,"Preußler, Otfried",,"=""3522144104""","=""9783522144100""",3,3.92,Thienemanns,Paperback,296,1988,1971,,2019/12/31,"fantasy, entertainment","fantasy (#27), entertainment (#27)",read,,,,1,0
4504047,Seelen,Stephenie Meyer,"Meyer, Stephenie",,"=""3551581908""","=""9783551581907""",5,3.86,Carlsen,Hardcover,862,2008,2008,,2019/11/30,"entertainment, romance, fantasy","entertainment (#13), romance (#12), fantasy (#13)",read,,,,0,0
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416975861""","=""9781416975861""",3,4.31,Margaret K. McElderry Books,Hardcover,479,2010,2010,,2019/11/30,"entertainment, fantasy, romance","entertainment (#7), fantasy (#7), romance (#7)",read,,,,0,0
7748743,"Erebos (Erebos, #1)",Ursula Poznanski,"Poznanski, Ursula",,"=""3785569572""","=""9783785569573""",5,4.09,Loewe,Paperback,486,2010,2010,,2019/12/29,"entertainment, fantasy","entertainment (#22), fantasy (#22)",read,,,,1,0
7937462,"The Short Second Life of Bree Tanner (The Twilight Saga, #3.5)",Stephenie Meyer,"Meyer, Stephenie",,"=""031612558X""","=""9780316125581""",3,3.52,"Little, Brown and Company",Hardcover,178,2010,2009,,2019/11/30,"entertainment, fantasy","entertainment (#12), fantasy (#12)",read,,,,0,0
11365802,Saeculum,Ursula Poznanski,"Poznanski, Ursula",,"=""3785570287""","=""9783785570289""",4,3.92,Loewe,Paperback,493,2011,2011,,2019/12/29,"entertainment, fantasy","entertainment (#23), fantasy (#23)",read,,,,1,0
20288507,"Literatura Juvenil: Edmundo de Amicis, Die Unendliche Geschichte, Jordi Sierra I Fabra, Joan Salvat-Papasseit, Selma Lagerlof, Roald Dahl, Kir Bulychov, Ellos, La Ultima Bruja de Trasmoz, No Digas Que Estas Solo",Source Wikipedia,"Wikipedia, Source",,"=""1230708812""","=""9781230708812""",4,4.00,University-Press.Org,Paperback,112,2013,2013,,2019/12/31,"entertainment, fantasy","entertainment (#26), fantasy (#26)",read,,,,1,0
15851619,"Die Verratenen (Die Verratenen, #1)",Ursula Poznanski,"Poznanski, Ursula",,"=""3785575467""","=""9783785575468""",3,4.30,Loewe,Hardcover,464,2012,2012,,2019/12/29,"entertainment, fantasy","entertainment (#24), fantasy (#24)",read,,,,1,0
40031855,Essay Writing Guide,Jordan B. Peterson,"Peterson, Jordan B.",,"=""""","=""""",5,4.13,,,,,2014,,2019/12/25,personality,personality (#5),read,,,,1,0
255108,Vi iMproved (VIM),Steve Oualline,"Oualline, Steve",,"=""0735710015""","=""9780735710016""",0,3.74,Sams Publishing,Paperback,624,2001,2001,,2020/06/16,to-read,to-read (#175),to-read,,,,0,0
192221,How to Solve It: A New Aspect of Mathematical Method (Princeton Science Library),G. Pólya,"Pólya, G.",John H. Conway,"=""069111966X""","=""9780691119663""",0,4.14,Princeton University Press,Paperback,288,2015,1944,,2020/06/13,"to-read, learning","to-read (#174), learning (#15)",to-read,,,,0,0
38204226,Getting Clojure,Russ Olsen,"Olsen, Russ",,"=""1680503006""","=""9781680503005""",5,4.49,"The Pragmatic Programmers, LLC ",Paperback,260,2018,,2020/06/04,2020/04/30,programming,programming (#174),read,,,,1,0
18492373,Clojure Cookbook: Recipes for Functional Programming,Luke VanderHart,"VanderHart, Luke",Ryan Neufeld,"=""1449366171""","=""9781449366179""",0,3.71,O'Reilly Media,Paperback,474,2014,2014,,2020/05/23,to-read,to-read (#173),to-read,,,,0,0
20873338,Clojure for the Brave and True,Daniel Higginbotham,"Higginbotham, Daniel",,"=""""","=""""",5,4.28,No Starch Press,ebook,352,2015,2015,2020/05/20,2020/04/30,programming,programming (#172),read,,,,1,0
1031555,The Reasoned Schemer,Daniel P. Friedman,"Friedman, Daniel P.","William E. Byrd, Oleg Kiselyov","=""0262562146""","=""9780262562140""",0,4.26,Mit Pr,Paperback,176,2005,2005,,2020/05/22,to-read,to-read (#172),to-read,,,,0,0
15499449,Game Programming Patterns,Robert Nystrom,"Nystrom, Robert",,"=""1430231505""","=""9781430231509""",5,4.48,Genever Benning,Paperback,300,2011,2011,2020/04/23,2019/11/30,"extremeagile, gameprogramming","extremeagile (#12), gameprogramming (#18)",read,,,,1,1
70135,Computer Architecture: A Quantitative Approach,John L. Hennessy,"Hennessy, John L.",David A. Patterson,"=""0123704901""","=""9780123704900""",0,4.12,Morgan Kaufmann,Paperback,704,2006,,,2020/04/22,"to-read, extremeagile","to-read (#171), extremeagile (#98)",to-read,,,,0,0
28105277,Multiplayer Game Programming: Architecting Networked Games (Game Design),Josh Glazer,"Glazer, Josh",Sanjay Madhav,"=""""","=""""",0,4.33,Addison-Wesley Professional,Kindle Edition,847,2015,2015,,2020/04/11,to-read,to-read (#170),to-read,,,,0,0
310630,"Contributing To Eclipse: Principles, Patterns, And Plug-Ins",Erich Gamma,"Gamma, Erich",Kent Beck,"=""0321205758""","=""9780321205759""",0,3.76,Addison-Wesley Professional,Paperback,395,2003,2003,,2020/04/09,"to-read, extremeagile","to-read (#169), extremeagile (#97)",to-read,,,,0,0
79775,Pattern Languages of Program Design 4 (Software Patterns Series),Brian Foote,"Foote, Brian","Neil Harrison, Hans Rohnert","=""0201433044""","=""9780201433043""",0,3.62,Addison-Wesley,Paperback,784,1999,1999,,2020/04/09,"extremeagile, to-read","extremeagile (#96), to-read (#168)",to-read,,,,0,0
17925992,"Die Verschworenen (Die Verratenen, #2)",Ursula Poznanski,"Poznanski, Ursula",Corinna Gepner,"=""3785575475""","=""9783785575475""",0,4.48,Loewe,Hardcover,464,2013,2013,,2019/12/30,"entertainment, fantasy, paused","entertainment (#25), fantasy (#25), paused (#7)",paused,,,,0,0
6954353,Minna No Nihongo 2 Kaite Oboeru (Minna No Nihongo 2 Series) (Paperback),3A Network,"Network, 3A",,"=""4883192032""","=""9784883192038""",0,4.56,,Paperback,176,2001,,,2019/11/30,"learning, paused","learning (#6), paused (#6)",paused,,,,0,1
316781,Exploring the World of Lucid Dreaming,Stephen LaBerge,"LaBerge, Stephen",Howard Rheingold,"=""034537410X""","=""9780345374103""",0,4.22,Ballantine Books,Mass Market Paperback,335,1991,1989,,2019/11/30,"personality, paused","personality (#2), paused (#5)",paused,,,,0,1
10436065,"Mathematics for 3D Game Programming and Computer Graphics, Third Edition",Eric Lengyel,"Lengyel, Eric",,"=""1435458869""","=""9781435458864""",0,3.96,Cengage Learning PTR,Hardcover,624,2011,2001,,2019/11/30,"programming, learning, paused","programming (#67), learning (#9), paused (#4)",paused,,,,0,1
17925612,The Coding Dojo Handbook,Emily Bache,"Bache, Emily",,"=""""","=""""",0,4.19,leanpub.com,ebook,127,2013,2013,,2019/11/30,"programming, paused","programming (#33), paused (#3)",paused,,,,0,1
17758199,Brain-Computer Interfacing: An Introduction,Rajesh P.N. Rao,"Rao, Rajesh P.N.",,"=""0521769418""","=""9780521769419""",0,4.12,Cambridge University Press,Hardcover,337,2013,2013,,2019/11/30,"science, paused","science (#2), paused (#2)",paused,,,,0,1
30039048,"What Doesn't Kill Us: How Freezing Water, Extreme Altitude, and Environmental Conditioning Will Renew Our Lost Evolutionary Strength",Scott Carney,"Carney, Scott",Wim Hof,"=""1623366909""","=""9781623366902""",0,4.09,Rodale Books,Hardcover,272,2017,2017,,2019/11/29,"personality, paused","personality (#1), paused (#1)",paused,,,,0,1
942643,Digital Computer Electronics,Albert Malvino,"Malvino, Albert",,"=""0028005945""","=""9780028005942""",0,4.16,Career Education,Hardcover,544,1992,1977,,2019/11/30,"programming, to-read","programming (#54), to-read (#167)",to-read,,,,0,1
4268826,"Growing Object-Oriented Software, Guided by Tests",Steve  Freeman,"Freeman, Steve",Nat Pryce,"=""0321503627""","=""9780321503626""",4,4.19,Addison-Wesley Educational Publishers Inc,Paperback,345,2009,2009,2019/02/27,2019/11/29,"extremeagile, test","extremeagile (#90), test (#22)",read,,,,2,1
387190,Test-Driven Development: By Example,Kent Beck,"Beck, Kent",,"=""0321146530""","=""9780321146533""",5,4.10,Addison-Wesley Professional,Paperback,216,2002,2002,,2019/11/30,"extremeagile, test","extremeagile (#80), test (#18)",read,,,,1,1
16165868,"The RSpec Book: Behaviour Driven Development with Rspec, Cucumber, and Friends",David Chelimsky,"Chelimsky, David","Dave Astels, Zach Dennis, Aslak Hellesøy, Bryan Helmkamp, Dan North","=""1937785092""","=""9781937785093""",0,3.88,The Pragmatic Bookshelf,Kindle Edition,450,2012,2009,,2020/01/14,"to-read, extremeagile, test","to-read (#107), extremeagile (#62), test (#16)",to-read,,,,0,0
2166423,JUnit Pocket Guide: Quick Look-up and Advice,Kent Beck,"Beck, Kent",,"=""0596007434""","=""9780596007430""",0,3.60,O'Reilly Media,Paperback,90,2004,2004,,2020/02/03,"to-read, extremeagile, test","to-read (#122), extremeagile (#50), test (#15)",to-read,,,,0,0
103498,Pragmatic Unit Testing in C# with NUnit,Andy   Hunt,"Hunt, Andy","Dave         Thomas, Matt Hargett","=""0977616673""","=""9780977616671""",0,3.70,Pragmatic Bookshelf,Paperback,239,2007,2004,,2020/02/03,"to-read, extremeagile, test","to-read (#125), extremeagile (#47), test (#14)",to-read,,,,0,0
1280100,Test-Driven Development in Microsoft .NET,James W. Newkirk,"Newkirk, James W.",Alexei A. Vorontsov,"=""0735619484""","=""9780735619487""",0,3.45,Microsoft Press,Paperback,300,2004,2004,,2020/02/03,"to-read, extremeagile, test","to-read (#129), extremeagile (#43), test (#13)",to-read,,,,0,0
20008097,Unit Test Frameworks: Tools for High-Quality Software Development,Paul Hamill,"Hamill, Paul",,"=""""","=""""",0,4.00,O'Reilly Media,Kindle Edition,216,2004,2004,,2020/02/03,"to-read, extremeagile, test","to-read (#131), extremeagile (#42), test (#12)",to-read,,,,0,0
2011985,Unit Testing in Java: How Tests Drive the Code (The Morgan Kaufmann Series in Software Engineering and Programming),Johannes Link,"Link, Johannes",,"=""1558608680""","=""9781558608689""",0,3.75,Morgan Kaufmann,Paperback,400,2003,2003,,2020/02/03,"to-read, extremeagile, test","to-read (#132), extremeagile (#41), test (#11)",to-read,,,,0,0
599997,Lessons Learned in Software Testing: A Context-Driven Approach,Cem Kaner,"Kaner, Cem","James Bach, Bret Pettichord","=""0471081124""","=""9780471081128""",0,4.15,Wiley,Paperback,286,2001,2001,,2020/02/29,"to-read, extremeagile, test","to-read (#149), extremeagile (#29), test (#10)",to-read,,,,0,0
1114540,The Craft of Software Testing: Subsystem Testing Including Object-Based and Object-Oriented Testing,Brian Marick,"Marick, Brian",,"=""0131774115""","=""9780131774117""",0,3.71,Prentice Hall,Paperback,553,1994,1994,,2020/02/29,"to-read, extremeagile, test","to-read (#151), extremeagile (#28), test (#9)",to-read,,,,0,0
10288718,Specification by Example: How Successful Teams Deliver the Right Software,Gojko Adzic,"Adzic, Gojko",,"=""1617290084""","=""9781617290084""",0,4.03,Manning Publications,Paperback,249,2011,2011,,2020/03/06,"to-read, extremeagile, test","to-read (#158), extremeagile (#3), test (#8)",to-read,,,,0,0
6443938,Bridging the Communication Gap: Specification by Example and Agile Acceptance Testing,Gojko Adzic,"Adzic, Gojko",,"=""0955683610""","=""9780955683619""",0,4.07,Neuri Limited,Paperback,284,2009,2009,,2020/03/06,"to-read, extremeagile, test","to-read (#157), extremeagile (#2), test (#7)",to-read,,,,0,0
5341009,Agile Testing: A Practical Guide for Testers and Agile Teams,Lisa Crispin,"Crispin, Lisa",Janet Gregory,"=""0321534468""","=""9780321534460""",0,3.83,Addison-Wesley Professional,Paperback,533,2009,2008,,2020/03/06,"to-read, extremeagile, test","to-read (#159), extremeagile (#4), test (#6)",to-read,,,,0,0
12307003,How to Reduce the Cost of Software Testing,Matthew Heusser,"Heusser, Matthew",Govind Kulkarni,"=""1439861552""","=""9781439861554""",0,4.00,Auerbach Publications,Hardcover,340,2011,2011,,2020/03/06,"to-read, extremeagile, test","to-read (#164), extremeagile (#25), test (#5)",to-read,,,,0,0
1290169,A Practitioner's Guide to Software Test Design,Lee Copeland,"Copeland, Lee",,"=""158053791X""","=""9781580537919""",0,4.13,Artech House Publishers,Hardcover,300,2003,2003,,2020/03/06,"to-read, extremeagile, test","to-read (#161), extremeagile (#7), test (#4)",to-read,,,,0,0
663621,Testing Computer Software,Cem Kaner,"Kaner, Cem","Jack Falk, Hung Q. Nguyen","=""0471358460""","=""9780471358466""",0,3.91,Wiley,Paperback,480,1999,1987,,2020/02/29,"to-read, extremeagile, test","to-read (#148), extremeagile (#30), test (#3)",to-read,,,,0,0
1268218,"Practical Guide to Feature-Driven Development, A",Stephen R. Palmer,"Palmer, Stephen R.",John M. Felsing,"=""0130676152""","=""9780130676153""",0,3.36,Prentice Hall,Paperback,298,2002,2002,,2020/02/20,"to-read, extremeagile, test","to-read (#143), extremeagile (#34), test (#2)",to-read,,,,0,0
2223641,Integrated Test Design and Automation: Using the Testframe Method,Hans Buwalda,"Buwalda, Hans","Paul A. Watters, Iris Pinkster, Dennis Janssen","=""0201737256""","=""9780201737257""",0,3.00,Addison-Wesley,Paperback,224,2001,2001,,2020/02/29,"to-read, extremeagile, test","to-read (#145), extremeagile (#32), test (#1)",to-read,,,,0,0
3735293,Clean Code: A Handbook of Agile Software Craftsmanship,Robert C. Martin,"Martin, Robert C.",,"=""0132350882""","=""9780132350884""",5,4.37,Pearson,Paperback,464,2008,2007,,2019/11/29,extremeagile,extremeagile (#95),read,,,,1,1
85009,Design Patterns: Elements of Reusable Object-Oriented Software,Erich Gamma,"Gamma, Erich","Grady Booch, Richard Helm, Ralph Johnson, John Vlissides","=""0201633612""","=""9780201633610""",3,4.20,Addison-Wesley Professional,Hardcover,416,1994,1994,,2019/11/29,extremeagile,extremeagile (#94),read,,,,1,1
10284614,The Clean Coder: A Code of Conduct for Professional Programmers,Robert C. Martin,"Martin, Robert C.",,"=""0137081073""","=""9780137081073""",5,4.26,Pearson,Paperback,210,2011,2011,,2019/11/29,extremeagile,extremeagile (#93),read,,,,1,1
44919,Working Effectively with Legacy Code,Michael C. Feathers,"Feathers, Michael C.",,"=""0131177052""","=""0076092025986""",4,4.14,Pearson,Paperback,464,2004,2004,2019/12/28,2019/11/29,extremeagile,extremeagile (#92),read,,,,1,1
58128,Head First Design Patterns,Eric Freeman,"Freeman, Eric","Bert Bates, Kathy Sierra, Elisabeth Robson","=""0596007124""","=""9780596007126""",5,4.30,O'Reilly Media,Paperback,638,2004,2004,,2019/11/29,extremeagile,extremeagile (#86),read,,,,1,1
23322716,Domain-Driven Design Reference: Definitions and Pattern Summaries,Eric Evans,"Evans, Eric",,"=""1457501198""","=""9781457501197""",0,4.02,Dog Ear Pub Llc,Paperback,75,2014,2014,,2019/11/30,"to-read, extremeagile","to-read (#7), extremeagile (#82)",to-read,,,,0,1
70156,Patterns of Enterprise Application Architecture,Martin Fowler,"Fowler, Martin",,"=""0321127420""","=""9780321127426""",0,4.12,Addison-Wesley Professional,Hardcover,533,2002,2002,,2019/11/30,"to-read, extremeagile","to-read (#6), extremeagile (#79)",to-read,,,,0,1
45280021,Clean Agile: Back to Basics,Robert C. Martin,"Martin, Robert C.",,"=""0135781868""","=""9780135781869""",0,4.26,Pearson,Paperback,240,2019,2019,,2019/12/02,"to-read, extremeagile","to-read (#63), extremeagile (#78)",to-read,,,,0,0
23215733,"Software Craftsman, The: Professionalism, Pragmatism, Pride (Robert C. Martin Series)",Sandro Mancuso,"Mancuso, Sandro",,"=""0134052501""","=""9780134052502""",0,4.30,Pearson,Paperback,288,2014,2014,,2019/12/02,"to-read, extremeagile","to-read (#64), extremeagile (#77)",to-read,,,,0,1
636556,Object-Oriented Reengineering Patterns (The Morgan Kaufmann Series in Software Engineering and Programming),Serge Demeyer,"Demeyer, Serge",,"=""1558606394""","=""9781558606395""",0,3.96,Morgan Kaufmann,Hardcover,282,2002,2002,,2019/12/25,"to-read, extremeagile","to-read (#80), extremeagile (#75)",to-read,,,,0,0
25544117,Brutal Refactoring: More Working Effectively with Legacy Code,Michael C. Feathers,"Feathers, Michael C.",,"=""032179320X""","=""9780321793201""",0,5.00,Addison-Wesley Educational Publishers Inc,Paperback,416,2019,2016,,2019/12/28,"to-read, extremeagile","to-read (#81), extremeagile (#74)",to-read,,,,0,0
84983,"Agile Principles, Patterns, and Practices in C#",Robert C. Martin,"Martin, Robert C.",Micah Martin,"=""0131857258""","=""9780131857254""",5,4.28,Pearson,Hardcover,768,2006,2006,2020/01/12,2019/12/29,extremeagile,extremeagile (#73),read,,,,1,0
598624,Writing Solid Code,Steve Maguire,"Maguire, Steve",,"=""1556155514""","=""9781556155512""",0,4.13,Microsoft Press,Paperback,256,1993,1993,,2020/01/14,"to-read, extremeagile","to-read (#84), extremeagile (#72)",to-read,,,,0,0
79774,Pattern Languages of Program Design 3,Robert C. Martin,"Martin, Robert C.",Frank Buschmann,"=""0201310112""","=""9780201310115""",0,3.45,Addison-Wesley Professional,Paperback,632,1997,1997,,2020/01/14,"to-read, extremeagile","to-read (#85), extremeagile (#71)",to-read,,,,0,0
85002,Analysis Patterns: Reusable Object Models,Martin Fowler,"Fowler, Martin",,"=""0201895420""","=""9780201895421""",0,3.84,Addison-Wesley Professional,Hardcover,357,1996,1996,,2020/01/14,"to-read, extremeagile","to-read (#86), extremeagile (#70)",to-read,,,,0,0
946106,Object-Oriented Software Construction (Book/CD-ROM),Bertrand Meyer,"Meyer, Bertrand",,"=""0136291554""","=""9780136291558""",0,4.03,Pearson College Div,Paperback,1296,2000,1988,,2020/01/14,"to-read, extremeagile","to-read (#88), extremeagile (#69)",to-read,,,,0,0
22077558,"Dylan, An Object - Oriented Dynamic Language",Apple Computer Eastern Research and Technology,"Technology, Apple Computer Eastern Research and",,"=""""","=""""",0,3.00,Apple Computer,Paperback,,1992,1992,,2020/01/14,"to-read, extremeagile","to-read (#90), extremeagile (#68)",to-read,,,,0,0
38592635,Graphics Gems II (Graphics Gems - IBM Book 2),James Arvo,"Arvo, James",,"=""""","=""""",0,0.0,Morgan Kaufmann,Kindle Edition,672,2013,,,2020/01/14,"to-read, gameprogramming","to-read (#91), gameprogramming (#17)",to-read,,,,0,0
2047934,Object-Oriented System Development,De Dennis Champeaux,"Champeaux, De Dennis","Douglas Lea, De Dennis Champeaux","=""020156355X""","=""9780201563559""",0,4.00,Addison-Wesley Professional,Hardcover,560,1993,1993,,2020/01/14,"to-read, extremeagile","to-read (#93), extremeagile (#67)",to-read,,,,0,0
296981,Object-Oriented Software Engineering: A Use Case Driven Approach,Ivar Jacobson,"Jacobson, Ivar","Patrik Jonsson, ACM Press Staff, Magnus Christerson, Gunnar Overgaard","=""0201544350""","=""9780201544350""",0,3.82,Addison-Wesley,Hardcover,552,1992,1992,,2020/01/14,"to-read, extremeagile","to-read (#96), extremeagile (#66)",to-read,,,,0,0
277175,Graphics Gems,Andrew S. Glassner,"Glassner, Andrew S.",,"=""0122861663""","=""9780122861666""",0,4.15,Academic Press Inc.,Hardcover,864,1993,1990,,2020/01/14,"to-read, gameprogramming","to-read (#95), gameprogramming (#16)",to-read,,,,0,0
4699228,Graphics Gems III,David    Kirk,"Kirk, David",,"=""0124096700""","=""9780124096707""",0,3.85,Academic Pr,Hardcover,631,1992,1992,,2020/01/14,"to-read, gameprogramming","to-read (#97), gameprogramming (#15)",to-read,,,,0,0
1701937,Object-Oriented Modeling and Design with UML,James Rumbaugh,"Rumbaugh, James",Michael R. Blaha,"=""0130159204""","=""9780130159205""",0,3.84,Prentice Hall,Paperback,496,2004,1990,,2020/01/14,"to-read, extremeagile","to-read (#103), extremeagile (#65)",to-read,,,,0,0
1887814,Designing Object-Oriented Software,Rebecca Wirfs-Brock,"Wirfs-Brock, Rebecca","Brian Wilkerson, Lauren Wiener","=""0136298257""","=""9780136298250""",0,3.77,Pearson,Paperback,368,1990,1990,,2020/01/14,"to-read, extremeagile","to-read (#105), extremeagile (#64)",to-read,,,,0,0
179204,"Object Design: Roles, Responsibilities, and Collaborations",Rebecca Wirfs-Brock,"Wirfs-Brock, Rebecca",Alan McKean,"=""0201379430""","=""9780201379433""",0,3.72,Addison-Wesley Professional,Paperback,368,2002,2002,,2020/01/14,"to-read, extremeagile","to-read (#106), extremeagile (#63)",to-read,,,,0,0
79767,Pattern Languages of Program Design,James O. Coplien,"Coplien, James O.","Douglas C. Schmidt, Stephen P. Berczuk","=""0201607344""","=""9780201607345""",0,3.41,Addison-Wesley Professional,Paperback,576,1995,1995,,2020/01/14,"to-read, extremeagile","to-read (#108), extremeagile (#61)",to-read,,,,0,0
161370,Writing Effective Use Cases,Alistair Cockburn,"Cockburn, Alistair",,"=""0201702258""","=""9780201702255""",0,3.96,Addison-Wesley Educational Publishers Inc,Paperback,304,2000,2000,,2020/01/14,"to-read, extremeagile","to-read (#110), extremeagile (#60)",to-read,,,,0,0
123719,Structured Analysis and System Specification,Tom DeMarco,"DeMarco, Tom",P.J. Plauger,"=""0138543801""","=""9780138543808""",0,3.63,Prentice Hall,Paperback,348,1979,1978,,2020/01/14,"to-read, extremeagile","to-read (#111), extremeagile (#59)",to-read,,,,0,0
67834,Extreme Programming Installed,Ron Jeffries,"Jeffries, Ron","Ann Anderson, Chet Hendrickson","=""0201708426""","=""9780201708424""",0,3.74,Addison-Wesley Professional,Paperback,288,2000,2000,,2020/01/14,"to-read, extremeagile","to-read (#113), extremeagile (#58)",to-read,,,,0,0
2017052,Extreme Programming Examined,Giancarlo Succi,"Succi, Giancarlo",Michele Marchesi,"=""0201710404""","=""9780201710403""",0,3.12,Addison-Wesley,Paperback,569,2001,2001,,2020/01/14,"to-read, extremeagile","to-read (#114), extremeagile (#57)",to-read,,,,0,0
3353,Crystal Clear: A Human-Powered Methodology for Small Teams,Alistair Cockburn,"Cockburn, Alistair",Jim Highsmith,"=""0201699478""","=""""",0,3.95,Addison-Wesley Professional,Paperback,312,2004,2004,,2020/01/14,"to-read, extremeagile","to-read (#115), extremeagile (#56)",to-read,,,,0,0
